Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Rain
23.7203376,89.59264065,7.335604391,50.50169383,1032.378759,rain
27.87973416,46.48970404,5.952483593,4.990052928,992.6141895,no rain
25.0690844,83.07284289,1.371991818,14.85578394,1007.23162,no rain
23.62207957,74.36775792,7.050550633,67.25528206,982.6320127,rain
20.59136998,96.85882241,4.643920926,47.67644428,980.8251417,no rain
26.14735283,48.21726041,15.25854676,59.76627863,1049.738751,no rain
20.93968028,40.79944444,2.232565997,45.82750842,1014.173766,no rain
32.29432502,51.84847107,2.873620839,92.55149725,1006.041733,no rain
34.09156901,48.05711447,5.570206018,82.52487277,993.7320466,no rain
19.58603797,82.97829323,5.760536587,98.0144499,1036.503457,rain
29.79312595,81.31765127,16.92609873,93.92329417,1029.40269,no rain
23.22237299,76.87794306,15.82567313,72.86978987,980.1089339,rain
24.20111403,45.14653801,11.57271266,5.253042102,1033.985867,no rain
33.13991596,90.32647652,5.771773577,99.91017767,987.8037922,no rain
11.77590145,96.96000891,6.377567064,47.33186957,1046.404288,no rain
12.17823249,67.21240727,11.8443655,6.099703564,1003.291526,no rain
10.50545994,75.45609114,14.79733118,99.14233105,1011.577194,rain
30.81549614,65.04844693,7.681961102,57.03767176,980.3486634,no rain
29.45391877,49.84904006,10.19124057,45.90040227,1037.707488,no rain
31.75030371,50.03033228,17.76066273,1.978943083,1001.571778,no rain
34.46545856,51.93943659,12.99581713,42.84011695,1018.951281,no rain
29.97896411,43.35950029,10.71100264,18.32707472,1044.862056,no rain
21.53698406,93.13465428,1.424449223,71.89489922,990.9355668,rain
29.51322941,90.08786938,3.520304236,0.786690252,1040.713073,no rain
12.95686065,62.31475529,4.019831676,53.30356805,1015.016725,no rain
25.99802553,55.70759888,12.46296585,4.371621837,1044.711932,no rain
13.58383219,95.73548496,2.162255034,71.48299959,1037.564854,rain
33.61672293,45.56614285,0.5798974,95.30194928,1011.008602,no rain
23.04620804,68.74793716,7.207011153,4.332054825,986.209824,no rain
20.3665485,33.81487089,14.37718357,10.30841612,982.1138218,no rain
16.6138903,43.38415379,13.86498709,51.55929737,1041.196157,no rain
29.35584224,72.28188534,15.85340704,98.24621044,1013.199944,no rain
21.40375831,76.3528557,13.92496513,41.14567308,1026.458644,no rain
24.21084872,70.66970731,12.26571157,61.55729546,1041.715389,rain
10.46974501,90.87209912,9.723241935,76.16533303,1001.326129,rain
25.44088743,99.53836546,4.16996641,92.79200892,1042.703411,no rain
25.30239307,83.47032895,11.37096112,17.70166511,981.9272708,no rain
25.42334992,62.55642489,12.73249496,91.14260153,999.5947975,no rain
33.59370196,88.37542686,2.474866568,62.64242471,1036.823648,no rain
27.04550748,38.42711759,11.30294677,80.56069162,1039.725422,no rain
18.98769751,77.82894875,1.954974264,29.55552224,1046.138478,no rain
20.92579884,66.28364512,10.94153605,50.01009596,1001.210789,no rain
27.4407799,42.46461204,3.17837782,20.89591901,1034.616491,no rain
11.50563679,98.10535321,2.380270944,85.46041336,1048.959121,rain
26.66916789,53.69061938,2.26200112,20.45790925,1016.890421,no rain
26.76594674,73.07963842,18.22050626,54.83267786,997.6817403,no rain
15.25956403,91.50159663,11.96174635,41.79132134,982.7273621,no rain
13.22315744,65.46821907,5.003174444,4.958951321,1033.175714,no rain
17.88570877,38.05964951,1.42897756,41.21476492,989.7191769,no rain
19.09276927,87.3117359,10.72362837,78.43974193,1007.085982,rain
24.25491926,54.72496369,2.896059418,52.8932521,1001.649452,no rain
20.96503784,98.81468082,15.56805869,30.47968907,1009.179547,no rain
34.70934595,91.86778125,9.922193132,44.54133154,1043.41993,no rain
12.55112027,89.74145333,14.5289777,77.42655998,1009.816343,rain
15.2219189,54.93772243,7.914531976,66.81537598,1043.892102,no rain
14.03273795,82.99908445,14.04645489,11.09032412,1036.37806,no rain
26.32770814,99.04303441,13.69228713,53.12465782,1000.186483,no rain
16.33229006,66.84251284,11.22832416,19.8695239,1002.266231,no rain
21.65776932,62.95125085,16.91479268,97.84073091,1005.889096,no rain
16.1106398,31.02660747,11.64947147,73.8625373,1022.395303,no rain
13.97423959,79.01426381,11.56220822,8.100079497,1027.184376,no rain
12.75937853,90.0934298,6.159662147,24.82292592,1048.056088,no rain
26.40823974,47.32200303,18.63012532,7.812567561,1044.856124,no rain
13.45457378,52.0517204,10.34279143,37.00963577,1022.83102,no rain
14.91455904,65.04739149,7.834293151,82.26845545,983.2367146,no rain
19.21812927,35.04561102,10.83284583,6.675554834,1018.171533,no rain
30.52483075,36.27497333,2.904842775,16.53571994,1008.254815,no rain
12.42753189,59.47775312,5.302504742,26.74452437,1018.134511,no rain
30.94862269,48.28532669,6.133637243,62.40803016,982.8123461,no rain
12.4024602,58.42261118,10.30317538,97.46834479,1049.703355,no rain
34.41148663,61.80704087,13.91021668,82.27320657,983.9870859,no rain
21.71628004,98.33913777,5.744049243,20.09265169,999.0875954,no rain
34.4190272,96.09818741,2.715319912,71.00628067,985.048682,no rain
25.12113799,39.78111061,11.18436366,55.63877522,1018.332777,no rain
28.48158948,91.78101816,17.09299663,49.16278652,1004.627281,no rain
10.97969481,35.61446636,8.364641727,90.8385807,1006.270989,no rain
17.07017406,65.53448288,9.515458179,58.81297559,1035.241726,no rain
13.00491403,41.47369301,5.784170243,13.72096748,1043.281408,no rain
17.40350494,55.61245017,16.17668247,16.49677906,991.5987888,no rain
12.96819297,82.0338158,2.413298908,92.19734139,999.5283858,rain
17.94957948,59.71538355,3.421774354,8.020519582,1013.091003,no rain
20.35657486,86.48659013,19.99913226,13.79141104,987.9017169,no rain
11.60368741,80.31709977,13.64431505,65.31136838,1007.057666,rain
27.31180298,95.99876123,10.96104813,22.43374114,1001.146163,no rain
24.16503636,67.39092144,15.9021589,82.60991034,1044.538344,no rain
16.63473727,86.15035678,19.93764909,41.60064779,993.8973884,no rain
23.08120134,52.60349744,3.817485617,48.23998128,1030.484798,no rain
12.34851277,54.20220916,15.82786078,12.86381577,995.1125246,no rain
24.39866239,58.03573245,6.843241652,2.816360975,1023.796087,no rain
33.23240494,58.7641014,14.6246537,75.92362322,1020.739351,no rain
17.96422381,37.22772545,14.15319455,7.398970375,1012.1107,no rain
26.6852595,66.33692575,19.96660086,64.01590204,1037.183511,no rain
13.29494656,36.77622535,2.237441037,53.75314513,995.5902036,no rain
27.9081801,92.28334951,0.042507896,51.84905464,1013.409616,no rain
17.23515232,34.32913483,14.95568929,29.96850222,1048.769232,no rain
14.57978405,61.47861012,11.37553837,75.60286357,992.8283253,no rain
24.66282337,49.92858465,13.81748256,40.06135514,1018.180272,no rain
10.50268865,40.8408591,15.0705007,15.12545718,1000.517405,no rain
30.72350073,84.86856836,9.870131036,5.604314038,988.6664242,no rain
10.1173869,80.04526792,7.130690501,34.25479958,1039.611509,no rain
26.94541342,40.21635231,15.40751773,60.80549795,1020.437519,no rain
16.75019933,74.29359488,7.602598573,22.03220932,1020.518048,no rain
28.37985055,85.47886171,12.44384539,74.22047934,1018.173432,no rain
34.05471363,84.13325543,17.86812053,10.87258133,992.9127675,no rain
16.21882859,36.45957184,3.167829442,47.19647572,1019.804322,no rain
24.40393336,77.98589033,0.178123198,53.67042533,986.397231,rain
24.80104828,80.12167446,5.135132224,82.10120963,1027.784931,rain
24.30629764,90.35163869,15.94943887,11.7947683,983.6020018,no rain
15.57704082,65.56310372,11.33651285,0.167499407,993.2405782,no rain
33.81872529,62.27658002,18.92321727,53.37097118,1000.595246,no rain
21.17813447,97.55814274,10.957482,15.07250722,999.5251852,no rain
31.16021681,85.7558579,5.315627652,57.16933663,1036.84716,no rain
27.48698188,69.11116936,15.31770609,3.290280576,1000.142545,no rain
17.43592377,53.14319499,13.15100772,49.06750196,985.1770531,no rain
30.34494549,89.16665972,16.4136672,39.07400058,984.7587886,no rain
19.91264352,61.88054726,13.35996952,15.62473824,990.4589464,no rain
32.02757993,36.48796345,9.038980207,46.78472414,1007.593433,no rain
24.53182182,61.84329909,5.541653382,47.71694083,993.7769964,no rain
32.04338405,91.03778773,1.112009295,6.788143434,996.4515652,no rain
27.31328975,61.37975028,6.158725054,67.69077928,992.8782959,no rain
28.131357,31.00444034,0.925169551,91.36999731,1000.911478,no rain
22.53310955,72.80397267,8.600541415,61.34427335,1015.340111,rain
33.90209087,99.70810024,4.515998238,62.71912946,1047.994295,no rain
26.09975498,87.20740088,14.07295217,74.84030553,1035.439331,no rain
20.59637621,73.20665626,4.403570531,93.60706086,992.0764492,rain
25.15983035,94.00792208,1.628636711,98.247701,1036.199548,no rain
10.47982996,86.95071772,16.77594557,49.26848753,1029.706512,no rain
17.53937042,64.90475469,1.200657206,94.5007834,1043.405889,no rain
26.50433844,71.38541998,15.01916919,35.92426406,1010.429471,no rain
17.25194018,81.19049664,18.58850652,72.76448019,1040.696908,rain
25.45038572,89.24983148,2.142582374,93.67956852,1028.866318,no rain
20.71921752,34.07234817,11.1933586,1.623277738,999.1164803,no rain
13.38685161,84.23627,9.034534205,92.05432422,1007.28433,rain
17.45705815,61.3252408,15.97420117,88.50501127,1038.693501,no rain
24.24912277,76.25589922,12.46960012,20.54858026,1036.53986,no rain
24.77181903,83.52431077,5.565468731,40.97135997,997.1854181,no rain
24.35813122,67.76513475,0.029380123,12.29196433,1038.539172,no rain
26.3300205,41.09603954,9.657354577,74.7186807,1046.202995,no rain
26.30258175,58.66687821,17.88217765,77.74135602,1041.443862,no rain
20.78546089,35.38110956,18.10726341,88.09419204,1006.690162,no rain
32.4136649,78.25104838,2.505939661,44.14519607,1017.881326,no rain
19.18904675,96.75943274,17.21353935,63.00614902,1039.217245,rain
20.89662313,85.66769686,0.688625716,84.36475203,1030.14803,rain
32.29808388,57.2850496,1.846985507,9.337831725,1029.637346,no rain
30.15484973,70.90040472,19.32441625,11.91581676,999.9676023,no rain
27.59721459,51.29404731,7.739348144,81.77846534,1022.756132,no rain
12.50567218,67.87319197,1.415677933,44.19694737,983.8122781,no rain
32.98706534,51.0508834,9.409107087,80.28693878,1000.800318,no rain
27.85603249,81.68273298,0.922740395,0.015038108,994.1952206,no rain
34.97117516,48.15390556,0.327403098,11.50280796,1007.09102,no rain
13.73620762,97.48142733,11.23500459,36.83432644,1031.676071,no rain
31.70315143,76.33641125,4.224124396,39.76572006,998.2378789,no rain
14.06232337,34.81444934,12.4382518,83.37578807,992.5240564,no rain
25.38898911,30.75444345,6.693985277,50.97824983,1038.942497,no rain
13.09549957,99.79324409,2.649540658,91.79645341,1044.056857,rain
31.20020573,45.43539048,19.68803716,42.46977057,1011.235162,no rain
30.18297397,51.87939239,4.99882831,6.696385262,997.114844,no rain
24.22751847,44.58898099,1.239542921,45.79620447,997.6656131,no rain
20.17958243,94.96712407,5.576732404,41.10087837,1009.132592,no rain
11.72917489,75.64090018,5.034001118,54.94572519,1036.171006,rain
27.43571933,65.30704265,5.992926084,63.9829154,1019.303718,no rain
21.33856707,69.03555701,7.113484624,5.890447044,1020.413516,no rain
28.05138999,52.25109931,16.10330362,61.75294327,1048.471012,no rain
31.65955815,72.99225017,1.195688719,13.22736703,985.4372638,no rain
34.38803763,59.37202544,7.090653401,43.18131839,1013.250938,no rain
31.39508356,43.94597025,2.074910859,89.23301731,1013.558161,no rain
10.2928521,75.96235698,19.64393292,13.38365281,1018.778178,no rain
18.99945161,56.16883985,2.879434646,20.87595066,991.7558166,no rain
28.24976406,84.95464654,9.580698896,42.30187634,991.8245504,no rain
14.29074193,59.07764703,9.600868652,6.039387125,1009.081399,no rain
23.02591516,65.57899625,15.62356417,28.62766139,1022.435208,no rain
11.35844971,85.12265354,5.442917426,7.746912783,1001.196177,no rain
14.99991312,61.3514665,14.75547715,47.70436211,1014.826344,no rain
10.46304486,97.63547946,0.526771183,57.33787248,1049.073009,rain
29.84244258,85.5120067,18.54300875,74.92823555,982.1301712,no rain
15.5981172,87.85012837,1.979113025,92.32393801,1012.61071,rain
18.63379202,96.77443267,9.616590088,43.76208941,1013.173329,no rain
33.20203234,57.21954402,3.468594265,62.78099516,1028.426447,no rain
27.61036005,70.60561849,7.372335459,6.006829089,998.6480081,no rain
10.79597324,78.55142186,12.84041034,47.53138283,1035.995385,no rain
14.11735391,77.14209385,2.8494435,87.0007363,1008.069539,rain
25.53696004,96.70557562,5.782170399,59.22786871,986.6613675,no rain
24.43071472,50.18440437,13.58364665,37.5101413,1024.104235,no rain
15.94732053,50.395307,16.89089095,8.924627035,981.8475201,no rain
33.35534995,94.26030814,11.85795525,49.85858789,1030.176154,no rain
25.3491489,85.95139492,10.45969331,91.87033173,980.8498208,no rain
23.39082008,44.23496368,2.192180245,7.389422817,1021.766914,no rain
24.74774941,69.90328147,2.930809231,53.0871419,1040.962439,no rain
28.25305074,82.20346139,19.16382742,42.63232855,1028.88859,no rain
17.79862489,54.71254733,0.052497202,75.94638594,1023.704063,no rain
19.95552656,60.40675759,9.688373727,15.11504764,1010.225379,no rain
15.24609372,70.27776282,15.12684961,17.11952774,1003.533686,no rain
14.65482515,62.69759903,4.199260604,71.60043513,1005.920686,no rain
33.60930975,82.7129673,9.191274327,67.99575135,1006.251849,no rain
28.48876988,30.41571276,9.861223819,51.76827935,1017.091854,no rain
22.26147022,60.42427671,5.207943154,0.455807091,990.0331057,no rain
15.6853657,53.63069627,17.57502502,85.5664776,1041.731735,no rain
16.35891204,72.6414837,18.5031236,98.73976729,1023.811288,rain
11.45072901,84.31709093,14.98673701,66.74442074,1006.210536,rain
20.86041564,35.33016135,0.172731834,93.32279456,1048.754851,no rain
17.79489705,41.06418135,12.57851135,75.7814603,1041.076928,no rain
27.40858722,76.55571369,4.64223736,68.41619232,1022.477133,no rain
19.44379598,81.68817087,5.343693182,35.12634959,1006.022417,no rain
14.49009194,71.1741244,3.676079098,7.96596651,1005.83657,no rain
10.61696821,98.79623443,11.44822857,3.217089089,984.6694708,no rain
11.68124079,64.96230424,8.934373119,45.05615336,1003.976468,no rain
26.98481934,39.54046346,3.871282187,45.95357416,997.197896,no rain
21.34242111,78.04037423,18.65281862,38.61852432,1022.598579,no rain
23.41448028,72.14528655,4.784463066,2.992301439,1030.411444,no rain
32.41678233,71.32950325,15.57477807,19.93452369,1000.469737,no rain
34.75847368,68.20975447,0.493818005,13.65144997,1018.230325,no rain
15.42242461,95.73669967,3.66960217,1.27386016,1035.095575,no rain
26.57695508,39.04094778,16.37732135,61.91335641,1024.933267,no rain
16.58305942,35.1238109,10.72853112,9.894596465,1032.056292,no rain
10.51627499,40.78820186,12.92215068,14.83895355,995.2655781,no rain
28.95946635,47.14931469,8.577967827,9.911316293,1024.453493,no rain
18.00042877,71.50624236,8.712642594,76.46654092,999.1649019,rain
19.58659735,72.86976744,2.508080276,88.33784035,996.1525412,rain
